experiment_dir,source_batch,agent_id,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_reasoning_tokens,avg_reasoning_tokens,is_prompted_reasoning,thinking_tokens,reflection_tokens,discussion_tokens,proposal_tokens,voting_tokens,num_interactions,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.25,True,1,22592,2510.222222222222,False,3328.0,0.0,3221.3333333333335,1856.0,1824.0,9,18560,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,94.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.25,True,1,1441,160.11111111111111,True,159.0,0.0,296.6666666666667,117.33333333333333,122.0,9,1401,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.5,True,1,23552,2616.8888888888887,False,3776.0,0.0,3776.0,1408.0,1120.0,9,19328,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,85.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.5,True,1,2099,233.22222222222223,True,253.0,0.0,483.0,115.66666666666667,94.5,9,2049,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,52.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.75,True,1,27840,3093.3333333333335,False,8128.0,0.0,4522.666666666667,1045.3333333333333,1088.0,9,24832,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,78.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.75,True,1,2084,231.55555555555554,True,276.0,0.0,469.6666666666667,119.33333333333333,109.0,9,2043,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,1.0,True,10,280640,3464.6913580246915,False,5235.2,4344.888888888889,4458.666666666667,1612.8,1558.4,81,33664,27200,28800,32640,26112,22592,32512,24896,26368,18816
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,38.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,1.0,True,10,51395,634.5061728395061,True,713.9,288.55555555555554,1128.3,257.53333333333336,208.6,81,4967,7593,3925,6440,7873,4811,3365,3144,4289,4904
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.0,True,1,18624,2069.3333333333335,False,3264.0,0.0,2858.6666666666665,874.6666666666666,832.0,9,14464,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.0,True,1,2595,288.3333333333333,True,367.0,0.0,485.3333333333333,124.0,102.5,9,2195,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,82.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.25,True,1,23552,2616.8888888888887,False,4480.0,0.0,2645.3333333333335,2154.6666666666665,2016.0,9,18880,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,83.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.25,True,1,4025,447.22222222222223,True,801.0,0.0,792.0,197.0,228.0,9,3768,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.5,True,1,22336,2481.777777777778,False,2688.0,0.0,3370.6666666666665,1834.6666666666667,1920.0,9,18304,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,77.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.5,True,1,3091,343.44444444444446,True,280.0,0.0,728.3333333333334,188.33333333333334,154.0,9,3030,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.75,True,1,25472,2830.222222222222,False,4928.0,0.0,3584.0,1770.6666666666667,1952.0,9,20992,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.75,True,1,5266,585.1111111111111,True,759.0,0.0,1228.3333333333333,227.66666666666666,212.0,9,5127,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,30.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,1.0,True,8,214336,3297.476923076923,False,5144.0,4132.571428571428,4074.6666666666665,1749.3333333333333,1784.0,65,30720,24512,23424,25856,30080,27712,24768,22784,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,70.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,1.0,True,8,61612,947.876923076923,True,937.75,648.2857142857143,1849.3333333333333,214.5,216.1875,65,11099,6725,9033,7262,8617,6313,6501,6022,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.0,True,1,19904,2211.5555555555557,False,2816.0,0.0,3669.3333333333335,1088.0,704.0,9,17088,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.0,True,1,2678,297.55555555555554,True,618.0,0.0,596.3333333333334,77.33333333333333,54.5,9,2639,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,87.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.25,True,1,30656,3406.222222222222,False,3968.0,0.0,5802.666666666667,1792.0,1888.0,9,26752,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,70.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.25,True,1,3722,413.55555555555554,True,534.0,0.0,796.3333333333334,230.0,210.5,9,3613,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.5,True,1,28672,3185.777777777778,False,3584.0,0.0,5290.666666666667,1386.6666666666667,1504.0,9,23616,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,79.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.5,True,1,5296,588.4444444444445,True,679.0,0.0,1359.0,127.33333333333333,98.5,9,5138,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,54.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.75,True,1,23680,2631.1111111111113,False,3200.0,0.0,4330.666666666667,1450.6666666666667,1536.0,9,20544,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,76.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.75,True,1,4457,495.22222222222223,True,543.0,0.0,1112.3333333333333,185.0,193.0,9,4435,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,41.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,1.0,True,5,143616,3502.829268292683,False,4428.8,3792.0,4842.666666666667,1966.9333333333334,1817.6,41,25600,23104,30336,37568,22848,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,59.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,1.0,True,5,59038,1439.9512195121952,True,1221.0,657.75,3053.0,286.73333333333335,249.8,41,12648,9814,9836,10268,16266,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.0,True,1,25088,2787.5555555555557,False,6848.0,0.0,3434.6666666666665,917.3333333333334,832.0,9,19904,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.0,True,1,3343,371.44444444444446,True,962.0,0.0,506.0,183.66666666666666,113.0,9,3031,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,74.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.25,True,1,28544,3171.5555555555557,False,5248.0,0.0,4266.666666666667,2090.6666666666665,2112.0,9,24320,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.25,True,1,3346,371.77777777777777,True,193.0,0.0,789.0,248.0,184.5,9,3304,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.5,True,1,44288,4920.888888888889,False,6784.0,0.0,9493.333333333334,1813.3333333333333,1888.0,9,40704,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.5,True,1,7661,851.2222222222222,True,964.0,0.0,1950.3333333333333,273.0,193.5,9,7634,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,53.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.75,True,1,36224,4024.8888888888887,False,3840.0,0.0,7978.666666666667,1386.6666666666667,1408.0,9,31936,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,61.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.75,True,1,5748,638.6666666666666,True,452.0,0.0,1510.3333333333333,242.33333333333334,282.0,9,5710,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,47.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,1.0,True,3,85184,3407.36,False,5034.666666666667,3168.0,5077.333333333333,1486.2222222222222,1440.0,25,29120,25536,25856,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,53.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,1.0,True,3,32342,1293.68,True,1082.6666666666667,414.0,2930.5555555555557,202.11111111111111,172.5,25,15874,7846,8550,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.0,True,1,37504,4167.111111111111,False,8320.0,0.0,7146.666666666667,1237.3333333333333,896.0,9,33472,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.0,True,1,2593,288.1111111111111,True,551.0,0.0,484.3333333333333,89.33333333333333,78.5,9,2272,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,86.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.25,True,1,27008,3000.8888888888887,False,2880.0,0.0,5376.0,1386.6666666666667,1408.0,9,23168,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,81.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.25,True,1,5158,573.1111111111111,True,450.0,0.0,1324.6666666666667,236.66666666666666,218.5,9,5134,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,64.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.5,True,1,18624,2069.3333333333335,False,2496.0,0.0,2752.0,1408.0,1536.0,9,14976,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.5,True,1,2995,332.77777777777777,True,344.0,0.0,714.3333333333334,130.33333333333334,111.0,9,2878,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,54.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.75,True,1,24192,2688.0,False,5120.0,0.0,3178.6666666666665,1728.0,1728.0,9,19840,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.75,True,1,5227,580.7777777777778,True,605.0,0.0,1367.6666666666667,161.33333333333334,157.5,9,5192,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,52.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,1.0,True,5,134208,3273.3658536585367,False,4134.4,6128.0,3895.4666666666667,1770.6666666666667,1542.4,41,37568,24384,26240,24128,17856,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,48.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,1.0,True,5,34968,852.8780487804878,True,784.2,463.25,1699.0666666666666,242.6,230.2,41,5998,5268,7055,10516,6062,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.0,True,1,19776,2197.3333333333335,False,3968.0,0.0,2602.6666666666665,1322.6666666666667,1280.0,9,15744,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.0,True,1,1695,188.33333333333334,True,512.0,0.0,267.0,110.66666666666667,85.5,9,1645,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,72.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.25,True,1,26496,2944.0,False,4736.0,0.0,4074.6666666666665,1493.3333333333333,1376.0,9,21440,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,93.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.25,True,1,5228,580.8888888888889,True,1081.0,0.0,1205.0,168.0,152.5,9,5200,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.5,True,1,24064,2673.777777777778,False,3840.0,0.0,3669.3333333333335,1514.6666666666667,1312.0,9,19392,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,82.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.5,True,1,4713,523.6666666666666,True,453.0,0.0,1199.3333333333333,208.33333333333334,160.5,9,4676,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,50.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.75,True,1,18688,2076.4444444444443,False,1600.0,0.0,2858.6666666666665,1344.0,1248.0,9,14208,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.75,True,1,4195,466.1111111111111,True,617.0,0.0,937.0,243.0,167.0,9,4157,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,9.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,1.0,True,4,96512,2924.6060606060605,False,3392.0,3306.6666666666665,4085.3333333333335,1690.6666666666667,1664.0,33,23424,27520,17728,24128,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,1.0,True,4,37459,1135.121212121212,True,1156.0,618.6666666666666,2431.0833333333335,145.33333333333334,123.125,33,11395,10858,8350,6794,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.0,True,1,22656,2517.3333333333335,False,3136.0,0.0,4394.666666666667,960.0,800.0,9,19200,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.0,True,1,1691,187.88888888888889,True,200.0,0.0,384.0,104.0,93.5,9,1664,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,71.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.25,True,1,23296,2588.4444444444443,False,5888.0,0.0,3200.0,1621.3333333333333,1728.0,9,20352,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,95.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.25,True,1,3452,383.55555555555554,True,458.0,0.0,775.6666666666666,201.33333333333334,195.5,9,3389,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.5,True,1,27520,3057.777777777778,False,3840.0,0.0,4586.666666666667,1514.6666666666667,1376.0,9,22144,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,87.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.5,True,1,2564,284.8888888888889,True,299.0,0.0,408.6666666666667,338.0,358.5,9,2539,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,77.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.75,True,1,22464,2496.0,False,3072.0,0.0,3626.6666666666665,874.6666666666666,832.0,9,16576,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.75,True,1,4211,467.8888888888889,True,2005.0,0.0,567.3333333333334,147.0,128.0,9,4148,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,56.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,1.0,True,6,157184,3207.8367346938776,False,4277.333333333333,4083.2,4106.666666666667,1831.111111111111,1898.6666666666667,49,28864,27072,22080,26304,30272,18368,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,44.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,1.0,True,6,52578,1073.0204081632653,True,1115.6666666666667,509.2,2145.1111111111113,260.6666666666667,250.16666666666666,49,15307,6150,8325,7043,9835,5884,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.0,True,1,20416,2268.4444444444443,False,2624.0,0.0,3157.3333333333335,1472.0,928.0,9,16512,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.0,True,1,2842,315.77777777777777,True,501.0,0.0,699.0,66.0,55.0,9,2796,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,61.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.25,True,1,25920,2880.0,False,3136.0,0.0,4266.666666666667,1898.6666666666667,2048.0,9,21632,0,0,0,0,0,0,0,0,0
