dir,n_agents,consensus,final_round,has_result,has_all_interactions,num_per_agent_files,has_private_thinking,num_private_thinking,nonempty_private_thinking,has_reflection,num_reflection,nonempty_reflection,conversation_logs_reflection_mentions,phase_count
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p5/rep_02/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p5/rep_03/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p5/rep_04/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p5/rep_06/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p5/rep_07/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_01/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_02/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_02/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_03/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_03/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_04/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_0p9/rep_10/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_01/control,5,True,4,True,True,5,True,20,20,True,15,15,1,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_01/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_02/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_03/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_03/focal,5,True,3,True,True,5,True,15,15,True,10,10,1,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6/n_5/comp_1/rep_06/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_02/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_02/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_04/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_05/focal,3,True,3,True,True,3,True,9,9,True,6,5,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_06/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_07/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_08/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_09/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0/rep_10/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/control,3,True,6,True,True,3,True,18,18,True,15,15,0,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_01/focal,3,True,3,True,True,3,True,9,9,True,5,5,0,71
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_02/focal,3,True,2,True,True,3,True,6,6,True,2,2,0,47
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_03/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_04/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/control,3,True,6,True,True,3,True,18,18,True,15,15,2,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_05/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/control,3,True,6,True,True,3,True,18,18,True,15,15,0,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_06/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_07/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_08/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_09/focal,3,True,3,True,True,3,True,9,9,True,6,5,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_10/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p5/rep_10/focal,3,True,2,True,True,3,True,6,6,True,3,2,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_01/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_01/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_02/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_02/focal,3,True,2,True,True,3,True,6,6,True,3,2,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_03/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_03/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_04/control,3,True,6,True,True,3,True,18,18,True,15,15,0,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_04/focal,3,True,3,True,True,3,True,9,9,True,6,5,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_05/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_05/focal,3,True,4,True,True,3,True,12,12,True,8,7,0,95
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_06/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_06/focal,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_07/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_08/control,3,False,10,True,True,3,True,30,30,True,30,30,0,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_08/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_09/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_09/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_10/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_0p9/rep_10/focal,3,True,3,True,True,3,True,9,9,True,6,5,1,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_01/control,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_01/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_02/control,3,False,10,True,True,3,True,30,30,True,30,30,0,243
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_02/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_03/control,3,True,5,True,True,3,True,15,15,True,12,12,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_03/focal,3,True,5,True,True,3,True,15,15,True,12,9,0,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_04/control,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_04/focal,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_05/control,3,True,4,True,True,3,True,12,12,True,9,9,1,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_05/focal,3,True,6,True,True,3,True,18,18,True,15,12,1,144
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_06/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_06/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_07/control,3,True,7,True,True,3,True,21,21,True,18,18,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_07/focal,3,True,1,True,True,3,True,3,3,False,0,0,0,24
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_08/control,3,True,4,True,True,3,True,12,12,True,9,9,0,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_08/focal,3,True,7,True,True,3,True,21,21,True,18,17,0,168
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_09/control,3,True,3,True,True,3,True,9,9,True,6,6,0,72
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_09/focal,3,True,5,True,True,3,True,15,15,True,12,10,1,120
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_10/control,3,True,2,True,True,3,True,6,6,True,3,3,0,48
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_3/comp_1/rep_10/focal,3,True,4,True,True,3,True,12,12,True,9,8,1,96
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_01/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_02/control,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_02/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_03/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_03/focal,5,True,3,True,True,5,True,15,15,True,10,9,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_05/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_05/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_06/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_07/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_07/focal,5,True,2,True,True,5,True,10,10,True,5,4,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_08/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_09/control,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_09/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0/rep_10/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_01/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_01/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_02/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_02/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_03/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_04/focal,5,True,3,True,True,5,True,15,15,True,10,9,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_05/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_06/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_07/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_07/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_08/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_09/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_10/control,5,True,2,True,True,5,True,10,10,True,4,4,0,99
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p5/rep_10/focal,5,True,4,True,True,5,True,20,20,True,14,12,0,199
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_01/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_02/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_03/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_04/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_05/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_06/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_07/focal,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_08/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_08/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_09/control,5,True,2,True,True,5,True,10,10,True,5,5,0,100
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_09/focal,5,True,3,True,True,5,True,15,15,True,10,9,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_10/control,5,True,5,True,True,5,True,25,25,True,20,20,0,250
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_0p9/rep_10/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_02/control,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_02/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_03/control,5,True,4,True,True,5,True,20,20,True,15,15,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_03/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_04/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_04/focal,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_05/control,5,True,1,True,True,5,True,5,5,False,0,0,0,50
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_05/focal,5,True,4,True,True,5,True,20,20,True,15,12,0,200
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_06/focal,5,True,3,True,True,5,True,15,15,True,10,10,0,150
experiments/results/game1_multiagent_full_20260413_045538/proposal1_invasion/focal_claude-opus-4-6-thinking/n_5/comp_1/rep_07/control,5,True,4,True,True,5,True,20,20,True,15,15,0,200
