adversary_model,adversary_elo,adversary_short,model_order,run_id,rho,theta,competition_index,baseline_utility,adversary_utility,social_welfare,payoff_diff,util_ratio,consensus_reached,final_round
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.2-chat-latest-20260210,0,gpt-5.2-chat-latest-20260210,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
gpt-5.4-high,0,gpt-5.4-high,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
gpt-5.4-high,0,gpt-5.4-high,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,4
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.1-8b-instruct,0,llama-3.1-8b-instruct,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,7
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,3
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.2-1b-instruct,0,llama-3.2-1b-instruct,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,8
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,6
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.2-3b-instruct,0,llama-3.2-3b-instruct,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
llama-3.3-70b-instruct,0,llama-3.3-70b-instruct,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
o3-mini-high,1364,O3-mini,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,0.0,10
o3-mini-high,1364,O3-mini,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
o3-mini-high,1364,O3-mini,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,5
o3-mini-high,1364,O3-mini,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,2
o3-mini-high,1364,O3-mini,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,4
o3-mini-high,1364,O3-mini,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,6
o3-mini-high,1364,O3-mini,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
o3-mini-high,1364,O3-mini,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
o3-mini-high,1364,O3-mini,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,8
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,3
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,4
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
qwen2.5-72b-instruct,0,qwen2.5-72b-instruct,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
qwen3-max-preview,0,qwen3-max-preview,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,3
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
qwen3-max-preview,0,qwen3-max-preview,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
qwq-32b,0,qwq-32b,strong_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,strong_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,2
qwq-32b,0,qwq-32b,strong_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,0.0,0.5,0.25,0.0,0.0,0.0,0.0,inf,1.0,2
qwq-32b,0,qwq-32b,weak_first,run_1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,inf,1.0,3
qwq-32b,0,qwq-32b,weak_first,run_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,-1.0,0.5,0.5,0.0,0.0,0.0,0.0,inf,1.0,1
qwq-32b,0,qwq-32b,weak_first,run_1,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,inf,1.0,2
