experiment_dir,source_batch,agent_id,is_nonreasoning,utility,model_pair,model_order,token_budget_prompted,competition_level,consensus_reached,final_round,total_tokens_sum,avg_tokens_per_interaction,num_interactions,setup_tokens_avg,thinking_tokens_avg,discussion_tokens_avg,proposal_tokens_avg,voting_tokens_avg,reflection_tokens_avg,round_0_tokens,round_1_tokens,round_2_tokens,round_3_tokens,round_4_tokens,round_5_tokens,round_6_tokens,round_7_tokens,round_8_tokens,round_9_tokens,round_10_tokens
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,94.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.25,True,1,8402,933.5555555555555,9,574.5,1029.0,1438.0,636.6666666666666,0,0.0,1149,7253,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.5,True,1,31095,3455.0,9,2753.5,4777.0,5001.666666666667,1935.3333333333333,0,0.0,5507,25588,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,85.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.5,True,1,10018,1113.111111111111,9,595.5,1098.0,1949.0,627.3333333333334,0,0.0,1191,8827,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,52.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.75,True,1,34898,3877.5555555555557,9,2116.5,9086.0,5607.0,1586.0,0,0.0,4233,30665,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,78.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,0.75,True,1,9569,1063.2222222222222,9,585.0,1104.0,1789.6666666666667,642.0,0,0.0,1170,8399,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,1.0,True,10,367612,4538.419753086419,81,4255.5,6148.2,6166.366666666667,2151.3333333333335,0,5343.111111111111,8511,41655,35345,37449,41144,34468,32128,42339,33039,34713,26821
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_100/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,38.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,100,1.0,True,10,142939,1764.679012345679,81,604.0,1590.9,3169.7,774.0666666666667,0,834.3333333333334,1208,13242,16211,12823,15490,16346,15053,13580,11524,13597,13865
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.0,True,1,25359,2817.6666666666665,9,2729.0,4119.0,3883.0,1377.6666666666667,0,0.0,5458,19901,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.0,True,1,10217,1135.2222222222222,9,775.0,1518.0,1752.0,631.0,0,0.0,1550,8667,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,82.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.25,True,1,30802,3422.4444444444443,9,3002.5,5497.0,3730.6666666666665,2702.6666666666665,0,0.0,6005,24797,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,83.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.25,True,1,12453,1383.6666666666667,9,726.0,2507.0,2112.0,719.3333333333334,0,0.0,1452,11001,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.5,True,1,29301,3255.6666666666665,9,2637.5,3521.0,4466.333333333333,2368.6666666666665,0,0.0,5275,24026,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,77.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.5,True,1,10843,1204.7777777777778,9,594.0,1333.0,2082.6666666666665,691.3333333333334,0,0.0,1188,9655,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.75,True,1,32873,3652.5555555555557,9,2914.5,5783.0,4760.333333333333,2326.6666666666665,0,0.0,5829,27044,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,0.75,True,1,13378,1486.4444444444443,9,630.0,1809.0,2681.3333333333335,755.0,0,0.0,1260,12118,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,30.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,1.0,True,8,287759,4427.0615384615385,65,2870.0,6090.875,5909.333333333333,2287.375,0,5224.428571428572,5740,39072,32407,32422,36066,38546,38093,33614,31799,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_1000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,70.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,1000,1.0,True,8,144351,2220.7846153846153,65,579.0,2088.125,4102.333333333333,735.125,0,1484.142857142857,1158,20471,15349,19014,18627,18199,18682,16487,16364,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.0,True,1,27325,3036.1111111111113,9,2019.0,3657.0,4918.666666666667,1624.6666666666667,0,0.0,4038,23287,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.0,True,1,10825,1202.7777777777778,9,578.5,1514.0,2118.0,600.0,0,0.0,1157,9668,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,87.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.25,True,1,38981,4331.222222222223,9,2604.5,4905.0,7291.666666666667,2330.6666666666665,0,0.0,5209,33772,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,70.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.25,True,1,12882,1431.3333333333333,9,608.0,1607.0,2601.0,752.0,0,0.0,1216,11666,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.5,True,1,35928,3992.0,9,3230.0,4437.0,6417.0,1926.6666666666667,0,0.0,6460,29468,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,79.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.5,True,1,13265,1473.888888888889,9,637.5,1606.0,2823.6666666666665,637.6666666666666,0,0.0,1275,11990,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,54.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.75,True,1,31173,3463.6666666666665,9,2189.0,4094.0,5590.333333333333,1976.6666666666667,0,0.0,4378,26795,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,76.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,0.75,True,1,12867,1429.6666666666667,9,569.5,1548.0,2698.0,695.3333333333334,0,0.0,1139,11728,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,41.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,1.0,True,5,188503,4597.634146341464,41,2747.5,5341.8,6668.133333333333,2500.4666666666667,0,4692.5,5495,34044,30517,39012,47809,31626,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_10000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,59.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,10000,1.0,True,5,110373,2692.0243902439024,41,687.5,2286.6,5307.4,807.6,0,1460.0,1375,22439,18400,19942,21735,26482,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.0,True,1,32389,3598.777777777778,9,3267.0,7785.0,4581.333333333333,1442.0,0,0.0,6534,25855,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.0,True,1,11360,1262.2222222222222,9,745.5,2105.0,1892.0,696.0,0,0.0,1491,9869,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,74.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.25,True,1,36440,4048.8888888888887,9,2772.5,6183.0,5610.666666666667,2626.6666666666665,0,0.0,5545,30895,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.25,True,1,11820,1313.3333333333333,9,593.0,1093.0,2414.0,766.3333333333334,0,0.0,1186,10634,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.5,True,1,53270,5918.888888888889,9,2407.0,7715.0,11217.0,2363.3333333333335,0,0.0,4814,48456,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.5,True,1,17949,1994.3333333333333,9,573.5,1963.0,4145.333333333333,801.0,0,0.0,1147,16802,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,53.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.75,True,1,44429,4936.555555555556,9,2836.0,4850.0,9384.666666666666,1917.6666666666667,0,0.0,5672,38757,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,61.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,0.75,True,1,14421,1602.3333333333333,9,581.0,1297.0,3233.0,754.3333333333334,0,0.0,1162,13259,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,47.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,1.0,True,3,112054,4482.16,25,3056.0,5967.0,6825.888888888889,2018.111111111111,0,4222.5,6112,37832,34452,33658,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_2000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,53.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,2000,1.0,True,3,62924,2516.96,25,605.5,2288.3333333333335,5094.666666666667,718.3333333333334,0,1265.5,1211,25872,18001,17840,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.0,True,1,45069,5007.666666666667,9,2678.5,9284.0,8384.0,1758.6666666666667,0,0.0,5357,39712,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.0,True,1,10730,1192.2222222222222,9,742.5,1466.0,1986.3333333333333,606.6666666666666,0,0.0,1485,9245,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,86.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.25,True,1,35260,3917.777777777778,9,2609.0,3656.0,6867.333333333333,1928.0,0,0.0,5218,30042,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,81.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.25,True,1,14169,1574.3333333333333,9,580.0,1346.0,3135.3333333333335,752.3333333333334,0,0.0,1160,13009,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,64.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.5,True,1,25350,2816.6666666666665,9,2494.0,3333.0,3721.3333333333335,1955.0,0,0.0,4988,20362,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.5,True,1,10091,1121.2222222222222,9,629.0,1224.0,1879.6666666666667,656.6666666666666,0,0.0,1258,8833,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,54.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.75,True,1,32255,3583.8888888888887,9,2860.5,6011.0,4579.333333333333,2261.6666666666665,0,0.0,5721,26534,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,0.75,True,1,14051,1561.2222222222222,9,587.0,1557.0,3088.6666666666665,684.6666666666666,0,0.0,1174,12877,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,52.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,1.0,True,5,177012,4317.365853658536,41,2679.0,4988.4,5550.4,2299.5333333333333,0,7240.75,5358,44933,32850,35413,34040,24418,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_20000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,48.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,20000,1.0,True,5,83192,2029.0731707317073,41,598.5,1856.2,3727.6,756.7333333333333,0,1362.25,1197,14158,14745,17490,21775,13827,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.0,True,1,26286,2920.6666666666665,9,2703.0,4923.0,3466.0,1853.0,0,0.0,5406,20880,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.0,True,1,8707,967.4444444444445,9,594.0,1717.0,1308.3333333333333,625.6666666666666,0,0.0,1188,7519,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,72.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.25,True,1,34174,3797.1111111111113,9,3212.0,5798.0,5310.0,2007.3333333333333,0,0.0,6424,27750,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,93.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.25,True,1,13496,1499.5555555555557,9,578.0,2065.0,2742.6666666666665,682.3333333333334,0,0.0,1156,12340,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,62.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.5,True,1,31750,3527.777777777778,9,3005.5,4754.0,4951.333333333333,2043.6666666666667,0,0.0,6011,25739,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,82.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.5,True,1,12985,1442.7777777777778,9,588.0,1315.0,2769.0,729.0,0,0.0,1176,11809,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,50.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.75,True,1,25857,2873.0,9,2937.0,2438.0,3973.0,1875.3333333333333,0,0.0,5874,19983,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,75.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,0.75,True,1,12026,1336.2222222222222,9,593.5,1538.0,2333.3333333333335,767.0,0,0.0,1187,10839,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,9.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,1.0,True,4,131643,3989.181818181818,33,2530.5,4322.5,5812.416666666667,2218.4166666666665,0,4307.333333333333,5061,30774,36669,27662,31477,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_3000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,91.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,3000,1.0,True,4,77236,2340.4848484848485,33,601.0,2227.25,4598.083333333333,653.6666666666666,0,1368.0,1202,20051,21383,19403,15197,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.0,True,1,29590,3287.777777777778,9,2430.0,3947.0,5436.666666666667,1491.0,0,0.0,4860,24730,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.0,True,1,8987,998.5555555555555,9,583.5,1077.0,1621.6666666666667,626.0,0,0.0,1167,7820,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Alpha,False,71.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.25,True,1,30465,3385.0,9,2112.5,6881.0,4307.333333333333,2145.6666666666665,0,0.0,4225,26240,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_25,ttc_scaling_20260125_050451,Agent_Beta,False,95.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.25,True,1,10938,1215.3333333333333,9,590.0,1327.0,2097.0,713.3333333333334,0,0.0,1180,9758,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Alpha,False,66.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.5,True,1,35045,3893.8888888888887,9,3371.0,4750.0,5806.0,2045.0,0,0.0,6742,28303,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_5,ttc_scaling_20260125_050451,Agent_Beta,False,87.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.5,True,1,10749,1194.3333333333333,9,582.0,1329.0,1887.0,865.0,0,0.0,1164,9585,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Alpha,False,77.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.75,True,1,30044,3338.222222222222,9,3606.0,3963.0,4896.0,1393.6666666666667,0,0.0,7212,22832,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_0_75,ttc_scaling_20260125_050451,Agent_Beta,False,58.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,0.75,True,1,12470,1385.5555555555557,9,600.0,3104.0,2067.6666666666665,654.3333333333334,0,0.0,1200,11270,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Alpha,False,56.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,1.0,True,6,208623,4257.6122448979595,49,2815.5,5199.166666666667,5809.833333333333,2366.1666666666665,0,4925.8,5631,36948,34982,31265,33948,40413,25436,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_30000/comp_1_0,ttc_scaling_20260125_050451,Agent_Beta,False,44.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,30000,1.0,True,6,111624,2278.0408163265306,49,578.0,2212.0,4251.166666666667,779.7777777777778,0,1327.8,1156,24714,14928,18933,15740,21820,14333,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Alpha,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.0,True,1,27350,3038.8888888888887,9,2624.5,3515.0,4197.333333333333,1998.0,0,0.0,5249,22101,0,0,0,0,0,0,0,0,0
experiments/results/ttc_scaling_20260125_050451/gpt-5.2-high_vs_gpt-5-nano/weak_first/budget_4000/comp_0_0,ttc_scaling_20260125_050451,Agent_Beta,False,100.0,gpt-5.2-high_vs_gpt-5-nano,weak_first,4000,0.0,True,1,10479,1164.3333333333333,9,602.5,1580.0,1983.3333333333333,581.3333333333334,0,0.0,1205,9274,0,0,0,0,0,0,0,0,0
