experiment_group,config_id,run_name,game,n_agents,json_errors
homogeneous,724,config_0724_game1_homogeneous_adversary_n8_comp_0p5_gpt_4o_mini_2024_07_18_last_seed2,game1,8,1
homogeneous,730,config_0730_game1_homogeneous_adversary_n8_comp_0p5_gemini_2p5_pro_first_seed2,game1,8,1
homogeneous,768,config_0768_game1_homogeneous_adversary_n8_comp_0p75_claude_sonnet_4_20250514_first_seed2,game1,8,1
homogeneous,772,config_0772_game1_homogeneous_adversary_n8_comp_0p75_gemini_2p5_pro_first_seed2,game1,8,1
homogeneous,800,config_0800_game1_homogeneous_control_n8_comp_1p0_seed2,game1,8,1
homogeneous,804,config_0804_game1_homogeneous_adversary_n8_comp_1p0_amazon_nova_micro_v1p0_last_seed2,game1,8,1
homogeneous,808,config_0808_game1_homogeneous_adversary_n8_comp_1p0_gpt_4o_mini_2024_07_18_last_seed2,game1,8,1
homogeneous,810,config_0810_game1_homogeneous_adversary_n8_comp_1p0_claude_sonnet_4_20250514_first_seed2,game1,8,1
homogeneous,815,config_0815_game1_homogeneous_adversary_n8_comp_1p0_gemini_2p5_pro_last_seed1,game1,8,1
homogeneous,818,config_0818_game1_homogeneous_adversary_n8_comp_1p0_gpt_5p4_high_first_seed2,game1,8,1
homogeneous,819,config_0819_game1_homogeneous_adversary_n8_comp_1p0_gpt_5p4_high_last_seed1,game1,8,1
homogeneous,820,config_0820_game1_homogeneous_adversary_n8_comp_1p0_gpt_5p4_high_last_seed2,game1,8,1
homogeneous,844,config_0844_game1_homogeneous_adversary_n10_comp_0p0_amazon_nova_micro_v1p0_first_seed2,game1,10,1
homogeneous,845,config_0845_game1_homogeneous_adversary_n10_comp_0p0_amazon_nova_micro_v1p0_last_seed1,game1,10,1
homogeneous,854,config_0854_game1_homogeneous_adversary_n10_comp_0p0_claude_sonnet_4_20250514_last_seed2,game1,10,1
homogeneous,862,config_0862_game1_homogeneous_adversary_n10_comp_0p0_gpt_5p4_high_last_seed2,game1,10,1
homogeneous,885,config_0885_game1_homogeneous_adversary_n10_comp_0p25_amazon_nova_micro_v1p0_first_seed1,game1,10,1
homogeneous,890,config_0890_game1_homogeneous_adversary_n10_comp_0p25_gpt_4o_mini_2024_07_18_first_seed2,game1,10,1
homogeneous,891,config_0891_game1_homogeneous_adversary_n10_comp_0p25_gpt_4o_mini_2024_07_18_last_seed1,game1,10,1
homogeneous,900,config_0900_game1_homogeneous_adversary_n10_comp_0p25_gemini_2p5_pro_last_seed2,game1,10,1
homogeneous,903,config_0903_game1_homogeneous_adversary_n10_comp_0p25_gpt_5p4_high_last_seed1,game1,10,1
homogeneous,928,config_0928_game1_homogeneous_adversary_n10_comp_0p5_amazon_nova_micro_v1p0_first_seed2,game1,10,1
homogeneous,932,config_0932_game1_homogeneous_adversary_n10_comp_0p5_gpt_4o_mini_2024_07_18_first_seed2,game1,10,1
homogeneous,933,config_0933_game1_homogeneous_adversary_n10_comp_0p5_gpt_4o_mini_2024_07_18_last_seed1,game1,10,1
homogeneous,939,config_0939_game1_homogeneous_adversary_n10_comp_0p5_gemini_2p5_pro_first_seed1,game1,10,1
homogeneous,970,config_0970_game1_homogeneous_adversary_n10_comp_0p75_amazon_nova_micro_v1p0_first_seed2,game1,10,1
homogeneous,974,config_0974_game1_homogeneous_adversary_n10_comp_0p75_gpt_4o_mini_2024_07_18_first_seed2,game1,10,1
homogeneous,977,config_0977_game1_homogeneous_adversary_n10_comp_0p75_claude_sonnet_4_20250514_first_seed1,game1,10,1
homogeneous,979,config_0979_game1_homogeneous_adversary_n10_comp_0p75_claude_sonnet_4_20250514_last_seed1,game1,10,1
homogeneous,980,config_0980_game1_homogeneous_adversary_n10_comp_0p75_claude_sonnet_4_20250514_last_seed2,game1,10,1
homogeneous,1011,config_1011_game1_homogeneous_adversary_n10_comp_1p0_amazon_nova_micro_v1p0_first_seed1,game1,10,1
homogeneous,1022,config_1022_game1_homogeneous_adversary_n10_comp_1p0_claude_sonnet_4_20250514_last_seed2,game1,10,1
homogeneous,1023,config_1023_game1_homogeneous_adversary_n10_comp_1p0_gemini_2p5_pro_first_seed1,game1,10,1
homogeneous,1219,config_1219_game2_homogeneous_control_n4_rho_0p319802274228682_theta_0p2_seed1,game2,4,1
homogeneous,1222,config_1222_game2_homogeneous_adversary_n4_rho_0p319802274228682_theta_0p2_amazon_nova_micro_v1p0_first_seed2,game2,4,1
homogeneous,1234,config_1234_game2_homogeneous_adversary_n4_rho_0p319802274228682_theta_0p2_gemini_2p5_pro_first_seed2,game2,4,1
homogeneous,1308,config_1308_game2_homogeneous_adversary_n4_rho_0p9_theta_0p2_amazon_nova_micro_v1p0_last_seed2,game2,4,1
homogeneous,1316,config_1316_game2_homogeneous_adversary_n4_rho_0p9_theta_0p2_claude_sonnet_4_20250514_last_seed2,game2,4,1
homogeneous,1347,config_1347_game2_homogeneous_adversary_n4_rho_0p9_theta_0p8_amazon_nova_micro_v1p0_first_seed1,game2,4,1
homogeneous,1348,config_1348_game2_homogeneous_adversary_n4_rho_0p9_theta_0p8_amazon_nova_micro_v1p0_first_seed2,game2,4,1
homogeneous,1352,config_1352_game2_homogeneous_adversary_n4_rho_0p9_theta_0p8_gpt_4o_mini_2024_07_18_first_seed2,game2,4,1
homogeneous,1353,config_1353_game2_homogeneous_adversary_n4_rho_0p9_theta_0p8_gpt_4o_mini_2024_07_18_last_seed1,game2,4,1
homogeneous,1361,config_1361_game2_homogeneous_adversary_n4_rho_0p9_theta_0p8_gemini_2p5_pro_last_seed1,game2,4,1
homogeneous,1404,config_1404_game2_homogeneous_adversary_n6_rho_0p19130568257555955_theta_0p2_gemini_2p5_pro_last_seed2,game2,6,1
homogeneous,1437,config_1437_game2_homogeneous_adversary_n6_rho_0p19130568257555955_theta_0p8_gpt_4o_mini_2024_07_18_last_seed1,game2,6,1
homogeneous,1442,config_1442_game2_homogeneous_adversary_n6_rho_0p19130568257555955_theta_0p8_claude_sonnet_4_20250514_last_seed2,game2,6,1
homogeneous,1445,config_1445_game2_homogeneous_adversary_n6_rho_0p19130568257555955_theta_0p8_gemini_2p5_pro_last_seed1,game2,6,1
homogeneous,1473,config_1473_game2_homogeneous_adversary_n6_rho_0p9_theta_0p2_amazon_nova_micro_v1p0_first_seed1,game2,6,1
homogeneous,1474,config_1474_game2_homogeneous_adversary_n6_rho_0p9_theta_0p2_amazon_nova_micro_v1p0_first_seed2,game2,6,1
homogeneous,1477,config_1477_game2_homogeneous_adversary_n6_rho_0p9_theta_0p2_gpt_4o_mini_2024_07_18_first_seed1,game2,6,1
homogeneous,1485,config_1485_game2_homogeneous_adversary_n6_rho_0p9_theta_0p2_gemini_2p5_pro_first_seed1,game2,6,1
homogeneous,1513,config_1513_game2_homogeneous_control_n6_rho_0p9_theta_0p8_seed1,game2,6,1
homogeneous,1525,config_1525_game2_homogeneous_adversary_n6_rho_0p9_theta_0p8_claude_sonnet_4_20250514_last_seed1,game2,6,1
homogeneous,1527,config_1527_game2_homogeneous_adversary_n6_rho_0p9_theta_0p8_gemini_2p5_pro_first_seed1,game2,6,1
homogeneous,1556,config_1556_game2_homogeneous_control_n8_rho_0p1365347919384111_theta_0p2_seed2,game2,8,1
homogeneous,1562,config_1562_game2_homogeneous_adversary_n8_rho_0p1365347919384111_theta_0p2_gpt_4o_mini_2024_07_18_first_seed2,game2,8,1
homogeneous,1566,config_1566_game2_homogeneous_adversary_n8_rho_0p1365347919384111_theta_0p2_claude_sonnet_4_20250514_first_seed2,game2,8,1
homogeneous,1571,config_1571_game2_homogeneous_adversary_n8_rho_0p1365347919384111_theta_0p2_gemini_2p5_pro_last_seed1,game2,8,1
homogeneous,1600,config_1600_game2_homogeneous_adversary_n8_rho_0p1365347919384111_theta_0p8_amazon_nova_micro_v1p0_first_seed2,game2,8,1
homogeneous,1642,config_1642_game2_homogeneous_adversary_n8_rho_0p9_theta_0p2_amazon_nova_micro_v1p0_first_seed2,game2,8,1
homogeneous,1650,config_1650_game2_homogeneous_adversary_n8_rho_0p9_theta_0p2_claude_sonnet_4_20250514_first_seed2,game2,8,1
homogeneous,1652,config_1652_game2_homogeneous_adversary_n8_rho_0p9_theta_0p2_claude_sonnet_4_20250514_last_seed2,game2,8,1
homogeneous,1659,config_1659_game2_homogeneous_adversary_n8_rho_0p9_theta_0p2_gpt_5p4_high_last_seed1,game2,8,1
homogeneous,1685,config_1685_game2_homogeneous_adversary_n8_rho_0p9_theta_0p8_amazon_nova_micro_v1p0_last_seed1,game2,8,1
homogeneous,1693,config_1693_game2_homogeneous_adversary_n8_rho_0p9_theta_0p8_claude_sonnet_4_20250514_last_seed1,game2,8,1
homogeneous,1697,config_1697_game2_homogeneous_adversary_n8_rho_0p9_theta_0p8_gemini_2p5_pro_last_seed1,game2,8,1
homogeneous,1729,config_1729_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p2_gpt_4o_mini_2024_07_18_first_seed1,game2,10,1
homogeneous,1737,config_1737_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p2_gemini_2p5_pro_first_seed1,game2,10,1
homogeneous,1738,config_1738_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p2_gemini_2p5_pro_first_seed2,game2,10,1
homogeneous,1739,config_1739_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p2_gemini_2p5_pro_last_seed1,game2,10,1
homogeneous,1769,config_1769_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p8_amazon_nova_micro_v1p0_last_seed1,game2,10,1
homogeneous,1773,config_1773_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p8_gpt_4o_mini_2024_07_18_last_seed1,game2,10,1
homogeneous,1778,config_1778_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p8_claude_sonnet_4_20250514_last_seed2,game2,10,1
homogeneous,1779,config_1779_game2_homogeneous_adversary_n10_rho_0p10615795122401363_theta_0p8_gemini_2p5_pro_first_seed1,game2,10,1
homogeneous,1817,config_1817_game2_homogeneous_adversary_n10_rho_0p9_theta_0p2_claude_sonnet_4_20250514_first_seed1,game2,10,1
homogeneous,1823,config_1823_game2_homogeneous_adversary_n10_rho_0p9_theta_0p2_gemini_2p5_pro_last_seed1,game2,10,1
homogeneous,1850,config_1850_game2_homogeneous_control_n10_rho_0p9_theta_0p8_seed2,game2,10,1
homogeneous,1861,config_1861_game2_homogeneous_adversary_n10_rho_0p9_theta_0p8_claude_sonnet_4_20250514_last_seed1,game2,10,1
homogeneous,1862,config_1862_game2_homogeneous_adversary_n10_rho_0p9_theta_0p8_claude_sonnet_4_20250514_last_seed2,game2,10,1
homogeneous,1863,config_1863_game2_homogeneous_adversary_n10_rho_0p9_theta_0p8_gemini_2p5_pro_first_seed1,game2,10,1
homogeneous,1866,config_1866_game2_homogeneous_adversary_n10_rho_0p9_theta_0p8_gemini_2p5_pro_last_seed2,game2,10,1
homogeneous,1867,config_1867_game2_homogeneous_adversary_n10_rho_0p9_theta_0p8_gpt_5p4_high_first_seed1,game2,10,1
homogeneous,2059,config_2059_game3_homogeneous_control_n4_sigma_0p2_alpha_0p2_seed1,game3,4,1
homogeneous,2061,config_2061_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p2_amazon_nova_micro_v1p0_first_seed1,game3,4,1
homogeneous,2105,config_2105_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,game3,4,1
homogeneous,2113,config_2113_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p8_claude_sonnet_4_20250514_last_seed1,game3,4,1
homogeneous,2117,config_2117_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p8_gemini_2p5_pro_last_seed1,game3,4,1
homogeneous,2118,config_2118_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p8_gemini_2p5_pro_last_seed2,game3,4,1
homogeneous,2122,config_2122_game3_homogeneous_adversary_n4_sigma_0p2_alpha_0p8_gpt_5p4_high_last_seed2,game3,4,1
homogeneous,2159,config_2159_game3_homogeneous_adversary_n4_sigma_0p5_alpha_0p2_gemini_2p5_pro_last_seed1,game3,4,1
homogeneous,2189,config_2189_game3_homogeneous_adversary_n4_sigma_0p5_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,game3,4,1
homogeneous,2193,config_2193_game3_homogeneous_adversary_n4_sigma_0p5_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed1,game3,4,1
homogeneous,2246,config_2246_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p2_gpt_5p4_high_first_seed2,game3,6,1
homogeneous,2273,config_2273_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,game3,6,1
homogeneous,2274,config_2274_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p8_amazon_nova_micro_v1p0_last_seed2,game3,6,1
homogeneous,2275,config_2275_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed1,game3,6,1
homogeneous,2278,config_2278_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed2,game3,6,1
homogeneous,2279,config_2279_game3_homogeneous_adversary_n6_sigma_0p2_alpha_0p8_claude_sonnet_4_20250514_first_seed1,game3,6,1
homogeneous,2312,config_2312_game3_homogeneous_control_n6_sigma_0p5_alpha_0p2_seed2,game3,6,1
homogeneous,2315,config_2315_game3_homogeneous_adversary_n6_sigma_0p5_alpha_0p2_amazon_nova_micro_v1p0_last_seed1,game3,6,1
homogeneous,2327,config_2327_game3_homogeneous_adversary_n6_sigma_0p5_alpha_0p2_gemini_2p5_pro_last_seed1,game3,6,1
homogeneous,2353,config_2353_game3_homogeneous_control_n6_sigma_0p5_alpha_0p8_seed1,game3,6,1
homogeneous,2357,config_2357_game3_homogeneous_adversary_n6_sigma_0p5_alpha_0p8_amazon_nova_micro_v1p0_last_seed1,game3,6,1
homogeneous,2366,config_2366_game3_homogeneous_adversary_n6_sigma_0p5_alpha_0p8_claude_sonnet_4_20250514_last_seed2,game3,6,1
homogeneous,2373,config_2373_game3_homogeneous_adversary_n6_sigma_0p5_alpha_0p8_gpt_5p4_high_last_seed1,game3,6,1
homogeneous,2449,config_2449_game3_homogeneous_adversary_n8_sigma_0p2_alpha_0p8_claude_sonnet_4_20250514_last_seed1,game3,8,1
homogeneous,2458,config_2458_game3_homogeneous_adversary_n8_sigma_0p2_alpha_0p8_gpt_5p4_high_last_seed2,game3,8,1
homogeneous,2486,config_2486_game3_homogeneous_adversary_n8_sigma_0p5_alpha_0p2_gpt_4o_mini_2024_07_18_first_seed2,game3,8,1
homogeneous,2526,config_2526_game3_homogeneous_adversary_n8_sigma_0p5_alpha_0p8_amazon_nova_micro_v1p0_last_seed2,game3,8,1
homogeneous,2530,config_2530_game3_homogeneous_adversary_n8_sigma_0p5_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed2,game3,8,1
homogeneous,2535,config_2535_game3_homogeneous_adversary_n8_sigma_0p5_alpha_0p8_gemini_2p5_pro_first_seed1,game3,8,1
homogeneous,2538,config_2538_game3_homogeneous_adversary_n8_sigma_0p5_alpha_0p8_gemini_2p5_pro_last_seed2,game3,8,1
homogeneous,2571,config_2571_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p2_gpt_4o_mini_2024_07_18_last_seed1,game3,10,1
homogeneous,2574,config_2574_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p2_claude_sonnet_4_20250514_first_seed2,game3,10,1
homogeneous,2579,config_2579_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p2_gemini_2p5_pro_last_seed1,game3,10,1
homogeneous,2580,config_2580_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p2_gemini_2p5_pro_last_seed2,game3,10,1
homogeneous,2614,config_2614_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_gpt_4o_mini_2024_07_18_last_seed2,game3,10,1
homogeneous,2615,config_2615_game3_homogeneous_adversary_n10_sigma_0p2_alpha_0p8_claude_sonnet_4_20250514_first_seed1,game3,10,1
homogeneous,2653,config_2653_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_gpt_4o_mini_2024_07_18_first_seed1,game3,10,1
homogeneous,2655,config_2655_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_gpt_4o_mini_2024_07_18_last_seed1,game3,10,1
homogeneous,2662,config_2662_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p2_gemini_2p5_pro_first_seed2,game3,10,1
homogeneous,2694,config_2694_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_amazon_nova_micro_v1p0_last_seed2,game3,10,1
homogeneous,2696,config_2696_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_gpt_4o_mini_2024_07_18_first_seed2,game3,10,1
homogeneous,2700,config_2700_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_claude_sonnet_4_20250514_first_seed2,game3,10,1
homogeneous,2701,config_2701_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_claude_sonnet_4_20250514_last_seed1,game3,10,1
homogeneous,2705,config_2705_game3_homogeneous_adversary_n10_sigma_0p5_alpha_0p8_gemini_2p5_pro_last_seed1,game3,10,1
